# generated by lexgen from seed/seed.json + domain/model.json — do not edit
# surface	kind	tag	value   (value = lemma for forms, suggestion for rejects, capitalized term for terms, capitalized parent category for member_of)
violate	reject_advice	ADJ	the reference data attests an adjectival use of "violate"; no common meaning could be confirmed — not enabled
violated	form	VERB_TRANS_ED	violate
violates	form	VERB_TRANS_3SG	violate
violating	form	VERB_TRANS_ING	violate
vocative	form	NOUN_SG	vocative
vocative	reject_advice	ADJ	the adjective sense (grammar jargon — "the address is vocative") is not enabled; angloform allows one sense per word
vocatives	form	NOUN_PL	vocative
wait	form	VERB_INTRANS_BASE	wait
wait	reject_advice	NOUN	a time, which comes before an event
waited	form	VERB_INTRANS_ED	wait
waiting	form	VERB_INTRANS_ING	wait
waits	form	VERB_INTRANS_3SG	wait
wallet	form	NOUN_SG	wallet
wallets	form	NOUN_PL	wallet
warning	form	NOUN_SG	warning
warning	reject_advice	ADJ	the adjective (attributive) sense ("a warning sign") is not enabled; angloform allows one sense per word
warnings	form	NOUN_PL	warning
was	form	COPULA_SG_PAST	was
way	form	NOUN_SG	way
way	reject_advice	ADV	the adverbial sense (informal — "way too much", "way better") is not enabled; angloform has no adverb category
ways	form	NOUN_PL	way
we	ban	-	name the group - "the maintainers", "the team" - or use an imperative; "we" hides who acts (ADR 0020)
website	form	NOUN_SG	website
websites	form	NOUN_PL	website
wednesday	form	NOUN_SG	wednesday
wednesdays	form	NOUN_PL	wednesday
weigh	form	VERB_TRANS_BASE	weigh
weigh	reject_advice	NOUN	a thing, which has a value
weighed	form	VERB_TRANS_ED	weigh
weighing	form	VERB_TRANS_ING	weigh
weighs	form	VERB_TRANS_3SG	weigh
weight	ban	-	write "load" (Cognitive Load) or "size"
welfare	form	NOUN_SG	welfare
went	form	VERB_INTRANS_ED	go
were	form	COPULA_PL_PAST	were
wheelchair	form	NOUN_SG	wheelchair
wheelchairs	form	NOUN_PL	wheelchair
when	ban	-	"when" is not in the language - write "if <clause>, then <clause>" (ADR 0007), or name the event: "after the split" (ADR 0033)
where	ban	-	no relative clauses - split the sentence and repeat the noun (ADR 0010)
which	form	WHICH	which
while	form	NOUN_SG	while
while	reject_gap	VERB	no already-enabled word covers this sense yet
whiles	form	NOUN_PL	while
white	form	COLOR_ADJ	white
white	reject_gap	NOUN	no already-enabled word covers this sense yet
white	reject_gap	VERB	no already-enabled word covers this sense yet
who	form	WHO	who
whole	form	ADJ_LONG	whole
whole	reject_advice	ADV	the reference data attests an adverbial use of "whole"; no common meaning could be confirmed — angloform has no adverb category regardless
whole	reject_advice	NOUN	the noun sense ("the whole is greater than its parts") is not enabled; angloform allows one sense per word
win	form	VERB_INTRANS_BASE	win
win	reject_advice	NOUN	an event, which ends with a result
winning	form	VERB_INTRANS_ING	win
wins	form	VERB_INTRANS_3SG	win
with	form	PREP_V	with
without	form	PREP_V	without
won	form	VERB_INTRANS_ED	win
wood	form	NOUN_SG	wood
wood	reject_gap	ADJ	no already-enabled word covers this sense yet
wood	reject_gap	VERB	no already-enabled word covers this sense yet
woods	form	NOUN_PL	wood
word	form	NOUN_SG	word
word	reject	VERB	write
wording	form	NOUN_SG	wording
wordings	form	NOUN_PL	wording
words	form	NOUN_PL	word
work	form	NOUN_SG	work
work	reject_advice	VERB	the verb sense ("to work a job") is not enabled; angloform allows one sense per word
works	form	NOUN_PL	work
world	form	NOUN_SG	world
world	reject_advice	ADJ	the adjective (attributive) sense ("a world record", "world class") is not enabled; angloform allows one sense per word
worlds	form	NOUN_PL	world
write	form	VERB_TRANS_BASE	write
writes	form	VERB_TRANS_3SG	write
writing	form	VERB_TRANS_ING	write
written	form	VERB_TRANS_ED	write
wrong	form	ADJ	wrong
wrong	reject_advice	ADV	the adverbial sense ("guess wrong", "go wrong") is not enabled; angloform has no adverb category
wrong	reject_advice	NOUN	the noun sense ("right a wrong") is not enabled; angloform allows one sense per word
wrong	reject_advice	VERB	the verb sense ("to wrong someone") is not enabled; angloform allows one sense per word
wronger	form	ADJ_CMP	wrong
wrongest	form	ADJ_SUP	wrong
wrote	form	VERB_TRANS_ED	write
yellow	form	COLOR_ADJ	yellow
yellow	reject_gap	NOUN	no already-enabled word covers this sense yet
yellow	reject_gap	VERB	no already-enabled word covers this sense yet
yet	form	YET	yet
you	form	PRON_2	you
your	form	POSS_2	your
zero	ban	-	for none write "no <noun> …" as the subject, or "… does not <verb> <nouns>" (ADR 0022)
